x0000,y0000
1021.,7366.6666666667
1022.,7383.3333333333
1023.,7580.
1024.,7366.6666666667
1025.,7433.3333333333
1026.,7340.
1027.,7243.3333333333
1028.,7583.3333333333
1029.,7306.6666666667
1030.,7173.3333333333
1031.,7153.3333333333
1032.,6926.6666666667
1033.,7246.6666666667
1034.,6970.
1035.,7160.
1036.,7133.3333333333
1037.,7033.3333333333
1038.,7116.6666666667
1039.,7253.3333333333
1040.,7266.6666666667
1041.,7416.6666666667
1042.,7486.6666666667
1043.,7413.3333333333
1044.,7736.6666666667
1045.,7580.
1046.,7243.3333333333
1047.,7196.6666666667
1048.,7590.
1049.,7506.6666666667
1050.,7583.3333333333
1051.,7280.
1052.,7130.
1053.,7393.3333333333
1054.,6986.6666666667
1055.,7420.
1056.,7123.3333333333
1057.,7440.
1058.,7493.3333333333
1059.,7403.3333333333
1060.,7576.6666666667
1061.,7470.
1062.,7356.6666666667
1063.,7243.3333333333
1064.,7170.
1065.,7336.6666666667
1066.,7310.
1067.,7030.
1068.,7283.3333333333
1069.,7496.6666666667
1070.,7226.6666666667
1071.,7313.3333333333
1072.,7310.
1073.,7366.6666666667
1074.,7306.6666666667
1075.,7650.
1076.,7183.3333333333
1077.,7533.3333333333
1078.,7370.
1079.,7286.6666666667
1080.,7396.6666666667
1081.,7523.3333333333
1082.,7406.6666666667
1083.,7656.6666666667
1084.,7323.3333333333
1085.,7366.6666666667
1086.,7223.3333333333
1087.,7053.3333333333
1088.,7096.6666666667
1089.,7023.3333333333
1090.,6900.
1091.,7443.3333333333
1092.,7523.3333333333
1093.,6936.6666666667
1094.,7346.6666666667
1095.,7513.3333333333
1096.,7456.6666666667
1097.,7066.6666666667
1098.,7413.3333333333
1099.,7030.
1100.,7196.6666666667
1101.,7016.6666666667
1102.,6800.
1103.,6923.3333333333
1104.,7076.6666666667
1105.,7183.3333333333
1106.,7316.6666666667
1107.,7303.3333333333
1108.,7196.6666666667
1109.,7130.
1110.,7526.6666666667
1111.,7043.3333333333
1112.,7350.
1113.,7070.
1114.,7473.3333333333
1115.,7356.6666666667
1116.,7306.6666666667
1117.,7123.3333333333
1118.,7250.
1119.,6870.
1120.,7010.
1121.,6950.
1122.,7330.
1123.,7106.6666666667
1124.,6933.3333333333
1125.,7160.
1126.,7170.
1127.,7040.
1128.,7270.
1129.,7133.3333333333
1130.,7183.3333333333
1131.,7093.3333333333
1132.,6873.3333333333
1133.,7046.6666666667
1134.,6890.
1135.,7066.6666666667
1136.,6983.3333333333
1137.,6626.6666666667
1138.,6713.3333333333
1139.,6796.6666666667
1140.,6766.6666666667
1141.,7366.6666666667
1142.,7090.
1143.,7116.6666666667
1144.,6740.
1145.,7146.6666666667
1146.,7010.
1147.,6833.3333333333
1148.,7056.6666666667
1149.,6990.
1150.,6760.
1151.,6413.3333333333
1152.,6883.3333333333
1153.,7050.
1154.,6770.
1155.,6816.6666666667
1156.,6686.6666666667
1157.,6616.6666666667
1158.,6813.3333333333
1159.,7176.6666666667
1160.,7010.
1161.,6896.6666666667
1162.,6680.
1163.,7043.3333333333
1164.,6740.
1165.,7103.3333333333
1166.,7166.6666666667
1167.,7063.3333333333
1168.,6760.
1169.,6656.6666666667
1170.,6913.3333333333
1171.,6686.6666666667
1172.,6973.3333333333
1173.,7043.3333333333
1174.,7310.
1175.,6893.3333333333
1176.,7176.6666666667
1177.,6876.6666666667
1178.,7043.3333333333
1179.,6980.
1180.,7106.6666666667
1181.,7020.
1182.,7153.3333333333
1183.,7100.
1184.,7000.
1185.,6953.3333333333
1186.,6960.
1187.,7196.6666666667
1188.,7063.3333333333
1189.,7140.
1190.,6890.
1191.,7120.
1192.,6536.6666666667
1193.,6733.3333333333
1194.,6980.
1195.,7253.3333333333
1196.,7153.3333333333
1197.,6916.6666666667
1198.,7136.6666666667
1199.,6976.6666666667
1200.,6970.
1201.,7150.
1202.,7043.3333333333
1203.,6890.
1204.,7173.3333333333
1205.,5273.3333333333
1206.,5556.6666666667
1207.,5973.3333333333
1208.,6206.6666666667
1209.,6316.6666666667
1210.,6296.6666666667
1211.,6206.6666666667
1212.,6686.6666666667
1213.,6760.
1214.,7033.3333333333
1215.,6876.6666666667
1216.,7123.3333333333
1217.,6496.6666666667
1218.,6780.
1219.,6620.
1220.,6660.
1221.,6460.
1222.,6666.6666666667
1223.,6643.3333333333
1224.,6843.3333333333
1225.,6996.6666666667
1226.,6943.3333333333
1227.,6856.6666666667
1228.,6883.3333333333
1229.,6786.6666666667
1230.,6743.3333333333
1231.,7100.
1232.,6923.3333333333
1233.,6940.
1234.,6966.6666666667
1235.,6690.
1236.,7070.
1237.,6686.6666666667
1238.,6903.3333333333
1239.,6913.3333333333
1240.,6880.
1241.,7020.
1242.,6796.6666666667
1243.,7130.
1244.,7113.3333333333
1245.,7233.3333333333
1246.,6920.
1247.,7263.3333333333
1248.,7126.6666666667
1249.,6956.6666666667
1250.,6810.
1251.,7013.3333333333
1252.,6976.6666666667
1253.,7253.3333333333
1254.,7223.3333333333
1255.,7010.
1256.,6833.3333333333
1257.,6810.
1258.,7276.6666666667
1259.,6433.3333333333
1260.,6973.3333333333
1261.,6866.6666666667
1262.,6546.6666666667
1263.,6553.3333333333
1264.,6680.
1265.,6940.
1266.,6963.3333333333
1267.,7030.
1268.,7250.
1269.,6893.3333333333
1270.,7463.3333333333
1271.,7416.6666666667
1272.,7266.6666666667
1273.,7083.3333333333
1274.,6906.6666666667
1275.,7223.3333333333
1276.,7073.3333333333
1277.,6646.6666666667
1278.,6823.3333333333
1279.,7040.
1280.,6980.
1281.,7210.
1282.,7093.3333333333
1283.,6760.
1284.,6830.
1285.,7053.3333333333
1286.,6700.
1287.,6983.3333333333
1288.,6853.3333333333
1289.,7263.3333333333
1290.,7223.3333333333
1291.,6720.
1292.,7233.3333333333
1293.,7036.6666666667
1294.,7116.6666666667
1295.,7176.6666666667
1296.,7020.
1297.,6640.
1298.,6850.
1299.,6970.
1300.,7186.6666666667
1301.,7050.
1302.,7210.
1303.,6953.3333333333
1304.,6880.
1305.,7253.3333333333
1306.,6933.3333333333
1307.,6906.6666666667
1308.,7016.6666666667
1309.,7066.6666666667
1310.,6903.3333333333
1311.,6793.3333333333
1312.,6850.
1313.,7013.3333333333
1314.,7156.6666666667
1315.,7163.3333333333
1316.,7033.3333333333
1317.,7483.3333333333
1318.,7330.
1319.,7480.
1320.,7386.6666666667
1321.,7553.3333333333
1322.,7363.3333333333
1323.,7430.
1324.,7153.3333333333
1325.,7403.3333333333
1326.,7113.3333333333
1327.,7180.
1328.,7426.6666666667
1329.,7223.3333333333
1330.,7070.
1331.,6953.3333333333
1332.,7116.6666666667
1333.,6813.3333333333
1334.,7130.
1335.,7400.
1336.,7433.3333333333
1337.,7403.3333333333
1338.,7166.6666666667
1339.,6880.
1340.,7133.3333333333
1341.,6793.3333333333
1342.,6850.
1343.,7110.
1344.,6893.3333333333
1345.,7250.
1346.,6940.
1347.,7446.6666666667
1348.,7330.
1349.,7163.3333333333
1350.,7013.3333333333
1351.,7303.3333333333
1352.,7196.6666666667
1353.,7380.
1354.,6916.6666666667
1355.,7493.3333333333
1356.,7180.
1357.,7403.3333333333
1358.,7403.3333333333
1359.,7196.6666666667
1360.,7136.6666666667
1361.,7586.6666666667
1362.,7310.
1363.,7253.3333333333
1364.,6980.
1365.,7013.3333333333
1366.,7170.
1367.,6796.6666666667
1368.,6886.6666666667
1369.,6973.3333333333
1370.,7020.
1371.,6870.
1372.,7420.
1373.,7233.3333333333
1374.,7233.3333333333
1375.,7030.
1376.,6853.3333333333
1377.,7010.
1378.,6950.
1379.,7083.3333333333
1380.,6960.
1381.,6966.6666666667
1382.,7180.
1383.,6853.3333333333
1384.,6776.6666666667
1385.,6943.3333333333
1386.,6883.3333333333
1387.,7040.
1388.,7200.
1389.,6963.3333333333
1390.,6786.6666666667
1391.,7163.3333333333
1392.,7330.
1393.,7016.6666666667
1394.,7240.
1395.,7040.
1396.,7150.
1397.,7030.
1398.,6853.3333333333
1399.,7330.
1400.,6616.6666666667
1401.,6990.
1402.,7213.3333333333
1403.,7266.6666666667
1404.,7353.3333333333
1405.,5426.6666666667
1406.,5680.
1407.,6090.
1408.,5873.3333333333
1409.,6266.6666666667
1410.,6300.
1411.,6283.3333333333
1412.,6576.6666666667
1413.,6703.3333333333
1414.,6623.3333333333
1415.,6826.6666666667
1416.,6983.3333333333
1417.,6990.
1418.,7070.
1419.,7266.6666666667
1420.,7186.6666666667
1421.,6863.3333333333
1422.,6776.6666666667
1423.,6686.6666666667
1424.,6836.6666666667
1425.,6813.3333333333
1426.,6900.
1427.,6850.
1428.,7220.
1429.,6723.3333333333
1430.,6946.6666666667
1431.,6923.3333333333
1432.,6903.3333333333
1433.,7190.
1434.,7126.6666666667
1435.,6953.3333333333
1436.,7250.
1437.,7363.3333333333
1438.,6930.
1439.,6863.3333333333
1440.,6876.6666666667
1441.,6773.3333333333
1442.,6780.
1443.,6623.3333333333
1444.,6760.
1445.,6946.6666666667
1446.,7033.3333333333
1447.,7313.3333333333
1448.,6930.
1449.,6940.
1450.,7210.
1451.,6860.
1452.,6926.6666666667
1453.,7056.6666666667
1454.,7040.
1455.,6930.
1456.,6906.6666666667
1457.,7066.6666666667
1458.,7153.3333333333
1459.,7170.
1460.,6926.6666666667
1461.,6913.3333333333
1462.,6990.
1463.,6716.6666666667
1464.,6740.
1465.,6760.
1466.,6946.6666666667
1467.,6956.6666666667
1468.,6783.3333333333
1469.,7050.
1470.,7143.3333333333
1471.,6863.3333333333
1472.,6846.6666666667
1473.,6823.3333333333
1474.,6873.3333333333
1475.,6940.
1476.,6896.6666666667
1477.,6720.
1478.,6736.6666666667
1479.,7053.3333333333
1480.,7206.6666666667
1481.,6880.
1482.,6850.
1483.,7046.6666666667
1484.,6990.
1485.,6873.3333333333
1486.,6953.3333333333
1487.,6500.
1488.,6856.6666666667
1489.,6680.
1490.,6676.6666666667
1491.,6953.3333333333
1492.,6696.6666666667
1493.,7156.6666666667
1494.,6810.
1495.,6533.3333333333
1496.,7090.
1497.,7273.3333333333
1498.,7263.3333333333
1499.,6946.6666666667
1500.,7060.
1501.,6723.3333333333
1502.,6820.
1503.,7096.6666666667
1504.,6703.3333333333
1505.,7110.
1506.,7346.6666666667
1507.,7080.
1508.,7240.
1509.,7143.3333333333
1510.,7160.
1511.,7293.3333333333
1512.,7393.3333333333
1513.,7310.
1514.,7216.6666666667
1515.,7083.3333333333
1516.,7176.6666666667
1517.,7400.
1518.,7243.3333333333
1519.,7450.
1520.,6943.3333333333
1521.,7636.6666666667
1522.,7386.6666666667
1523.,6993.3333333333
1524.,7490.
1525.,7246.6666666667
1526.,7056.6666666667
1527.,7143.3333333333
1528.,7440.
1529.,7253.3333333333
1530.,7856.6666666667
1531.,7476.6666666667
1532.,7553.3333333333
1533.,7273.3333333333
1534.,7136.6666666667
1535.,7436.6666666667
1536.,7136.6666666667
1537.,7440.
1538.,7220.
1539.,7640.
1540.,7250.
1541.,6923.3333333333
1542.,7310.
1543.,7320.
1544.,7303.3333333333
1545.,7286.6666666667
1546.,7190.
1547.,7033.3333333333
1548.,6976.6666666667
1549.,7090.
1550.,7273.3333333333
1551.,7220.
1552.,7166.6666666667
1553.,7176.6666666667
1554.,7330.
1555.,7443.3333333333
1556.,7523.3333333333
1557.,7666.6666666667
1558.,7353.3333333333
1559.,7523.3333333333
1560.,7180.
1561.,7410.
1562.,7886.6666666667
1563.,7660.
1564.,7420.
1565.,7560.
1566.,7336.6666666667
1567.,6983.3333333333
1568.,7386.6666666667
1569.,7350.
1570.,7223.3333333333
1571.,7396.6666666667
1572.,7090.
1573.,7206.6666666667
1574.,7150.
1575.,7333.3333333333
1576.,7150.
1577.,7713.3333333333
1578.,7140.
1579.,7306.6666666667
1580.,7170.
1581.,7260.
1582.,7393.3333333333
1583.,7606.6666666667
1584.,7366.6666666667
1585.,7330.
1586.,7196.6666666667
1587.,7133.3333333333
1588.,6960.
1589.,7300.
1590.,7490.
1591.,7433.3333333333
1592.,7526.6666666667
1593.,6970.
1594.,6983.3333333333
1595.,7113.3333333333
1596.,7190.
1597.,7693.3333333333
1598.,7566.6666666667
1599.,7670.
1600.,7596.6666666667
1601.,7940.
1602.,7766.6666666667
1603.,7246.6666666667
1604.,7390.
1605.,5610.
1606.,5870.
1607.,6293.3333333333
1608.,6780.
1609.,6450.
1610.,6410.
1611.,6786.6666666667
1612.,6660.
1613.,7056.6666666667
1614.,7423.3333333333
1615.,7000.
1616.,7543.3333333333
1617.,7330.
1618.,7316.6666666667
1619.,7150.
1620.,7266.6666666667
1621.,7180.
1622.,7716.6666666667
1623.,7246.6666666667
1624.,7170.
1625.,7350.
1626.,7323.3333333333
1627.,7453.3333333333
1628.,7423.3333333333
1629.,7013.3333333333
1630.,7140.
1631.,7163.3333333333
1632.,7276.6666666667
1633.,7096.6666666667
1634.,7343.3333333333
1635.,7353.3333333333
1636.,7206.6666666667
1637.,6760.
1638.,7656.6666666667
1639.,7103.3333333333
1640.,7320.
1641.,7190.
1642.,7526.6666666667
1643.,6980.
1644.,7170.
1645.,7153.3333333333
1646.,6913.3333333333
1647.,7246.6666666667
1648.,7250.
1649.,7440.
1650.,7173.3333333333
1651.,7443.3333333333
1652.,7143.3333333333
1653.,7223.3333333333
1654.,7410.
1655.,7400.
1656.,7336.6666666667
1657.,7200.
1658.,7303.3333333333
1659.,7470.
1660.,7026.6666666667
1661.,7363.3333333333
1662.,7260.
1663.,7006.6666666667
1664.,6976.6666666667
1665.,7403.3333333333
1666.,7536.6666666667
1667.,7373.3333333333
1668.,7666.6666666667
1669.,7156.6666666667
1670.,7960.
1671.,7536.6666666667
1672.,7450.
1673.,7563.3333333333
1674.,7603.3333333333
1675.,7493.3333333333
1676.,7523.3333333333
1677.,7646.6666666667
1678.,7790.
1679.,7410.
1680.,7626.6666666667
1681.,7443.3333333333
1682.,7136.6666666667
1683.,7746.6666666667
1684.,7150.
1685.,7136.6666666667
1686.,7540.
1687.,7043.3333333333
1688.,7130.
1689.,7250.
1690.,6970.
1691.,7253.3333333333
1692.,7040.
1693.,6940.
1694.,7203.3333333333
1695.,7120.
1696.,7063.3333333333
1697.,7333.3333333333
1698.,7620.
1699.,7220.
1700.,7633.3333333333
1701.,7100.
1702.,7570.
1703.,7730.
1704.,7276.6666666667
1705.,7320.
1706.,7433.3333333333
1707.,7460.
1708.,7316.6666666667
1709.,7166.6666666667
1710.,7036.6666666667
1711.,7236.6666666667
1712.,6733.3333333333
1713.,7673.3333333333
1714.,7506.6666666667
1715.,7146.6666666667
1716.,7143.3333333333
1717.,7010.
1718.,7373.3333333333
1719.,7246.6666666667
1720.,7086.6666666667
1721.,7210.
1722.,7726.6666666667
1723.,7260.
1724.,7053.3333333333
1725.,6906.6666666667
1726.,7293.3333333333
1727.,7023.3333333333
1728.,6763.3333333333
1729.,6660.
1730.,6846.6666666667
1731.,6956.6666666667
1732.,7043.3333333333
1733.,6936.6666666667
1734.,6780.
1735.,6746.6666666667
1736.,7296.6666666667
1737.,7013.3333333333
1738.,7020.
1739.,6843.3333333333
1740.,7436.6666666667
1741.,7216.6666666667
1742.,7620.
1743.,7220.
1744.,7440.
1745.,7536.6666666667
1746.,7253.3333333333
1747.,7213.3333333333
1748.,7203.3333333333
1749.,7743.3333333333
1750.,7333.3333333333
1751.,7713.3333333333
1752.,7606.6666666667
1753.,7083.3333333333
1754.,7410.
1755.,7613.3333333333
1756.,7473.3333333333
1757.,7213.3333333333
1758.,7016.6666666667
1759.,7450.
1760.,7236.6666666667
1761.,7506.6666666667
1762.,7696.6666666667
1763.,7340.
1764.,7380.
1765.,7730.
1766.,7340.
1767.,7520.
1768.,7316.6666666667
1769.,7533.3333333333
1770.,7460.
1771.,7510.
1772.,7770.
1773.,7456.6666666667
1774.,7406.6666666667
1775.,7363.3333333333
1776.,7243.3333333333
1777.,7163.3333333333
1778.,7246.6666666667
1779.,7276.6666666667
1780.,7140.
1781.,7216.6666666667
1782.,7410.
1783.,6866.6666666667
1784.,7060.
1785.,7243.3333333333
1786.,7160.
1787.,7300.
1788.,7213.3333333333
1789.,7050.
1790.,7150.
1791.,7166.6666666667
1792.,6910.
1793.,6816.6666666667
1794.,6950.
1795.,7110.
1796.,6970.
1797.,6886.6666666667
1798.,6916.6666666667
1799.,6906.6666666667
1800.,7206.6666666667
1801.,6963.3333333333
1802.,6820.
1803.,7210.
1804.,6920.
1805.,5300.
1806.,5813.3333333333
1807.,5726.6666666667
1808.,5756.6666666667
1809.,6070.
1810.,6473.3333333333
1811.,6343.3333333333
1812.,6373.3333333333
1813.,6976.6666666667
1814.,6636.6666666667
1815.,6806.6666666667
1816.,6773.3333333333
1817.,6603.3333333333
1818.,6460.
1819.,6500.
1820.,6563.3333333333
1821.,6543.3333333333
1822.,6816.6666666667
1823.,6726.6666666667
1824.,6593.3333333333
1825.,6866.6666666667
1826.,6533.3333333333
1827.,6430.
1828.,6426.6666666667
1829.,6520.
1830.,6356.6666666667
1831.,6373.3333333333
1832.,6343.3333333333
1833.,6513.3333333333
1834.,6673.3333333333
1835.,6636.6666666667
1836.,6686.6666666667
1837.,6296.6666666667
1838.,6570.
1839.,6480.
1840.,6863.3333333333
1841.,6706.6666666667
1842.,6943.3333333333
1843.,6560.
1844.,6896.6666666667
1845.,7246.6666666667
1846.,6550.
1847.,7006.6666666667
1848.,6796.6666666667
1849.,7046.6666666667
1850.,6706.6666666667
1851.,6703.3333333333
1852.,7073.3333333333
1853.,6633.3333333333
1854.,6576.6666666667
1855.,6773.3333333333
1856.,6610.
1857.,7173.3333333333
1858.,6820.
1859.,6660.
1860.,7070.
1861.,6700.
1862.,6796.6666666667
1863.,6643.3333333333
1864.,6503.3333333333
1865.,6736.6666666667
1866.,6266.6666666667
1867.,6036.6666666667
1868.,6366.6666666667
1869.,6593.3333333333
1870.,6280.
1871.,5843.3333333333
1872.,6576.6666666667
1873.,6283.3333333333
1874.,6756.6666666667
1875.,6676.6666666667
1876.,6170.
1877.,6423.3333333333
1878.,6630.
1879.,6450.
1880.,6653.3333333333
1881.,6786.6666666667
1882.,6463.3333333333
1883.,6590.
1884.,6130.
1885.,6343.3333333333
1886.,6543.3333333333
1887.,6053.3333333333
1888.,6426.6666666667
1889.,6633.3333333333
1890.,6170.
1891.,6463.3333333333
1892.,6290.
1893.,6020.
1894.,6250.
1895.,6673.3333333333
1896.,6066.6666666667
1897.,6353.3333333333
1898.,6560.
1899.,6250.
1900.,6516.6666666667
1901.,6716.6666666667
1902.,6516.6666666667
1903.,6203.3333333333
1904.,6276.6666666667
1905.,6630.
1906.,6036.6666666667
1907.,6583.3333333333
1908.,6120.
1909.,6390.
1910.,6193.3333333333
1911.,6390.
1912.,6586.6666666667
1913.,6133.3333333333
1914.,6723.3333333333
1915.,6210.
1916.,6336.6666666667
1917.,6116.6666666667
1918.,6440.
1919.,6143.3333333333
1920.,6016.6666666667
1921.,6470.
1922.,5943.3333333333
1923.,5876.6666666667
1924.,5893.3333333333
1925.,6113.3333333333
1926.,6060.
1927.,5883.3333333333
1928.,5900.
1929.,6290.
1930.,6500.
1931.,6256.6666666667
1932.,6810.
1933.,6723.3333333333
1934.,6433.3333333333
1935.,6816.6666666667
1936.,6910.
1937.,6266.6666666667
1938.,6646.6666666667
1939.,6833.3333333333
1940.,6380.
1941.,6583.3333333333
1942.,6623.3333333333
1943.,6710.
1944.,6873.3333333333
1945.,6990.
1946.,6590.
1947.,6576.6666666667
1948.,6720.
1949.,6760.
1950.,6636.6666666667
1951.,6896.6666666667
1952.,6486.6666666667
1953.,6696.6666666667
1954.,6866.6666666667
1955.,6386.6666666667
1956.,6443.3333333333
1957.,6523.3333333333
1958.,6270.
1959.,6373.3333333333
1960.,6406.6666666667
1961.,6116.6666666667
1962.,6240.
1963.,6893.3333333333
1964.,6413.3333333333
1965.,6690.
1966.,7016.6666666667
1967.,6773.3333333333
1968.,6953.3333333333
1969.,6910.
1970.,6710.
1971.,6680.
1972.,6340.
1973.,6600.
1974.,6123.3333333333
1975.,6876.6666666667
1976.,6173.3333333333
1977.,6570.
1978.,6593.3333333333
1979.,6803.3333333333
1980.,7006.6666666667
1981.,6416.6666666667
1982.,6733.3333333333
1983.,6413.3333333333
1984.,6643.3333333333
1985.,6790.
1986.,6570.
1987.,6836.6666666667
1988.,6606.6666666667
1989.,6993.3333333333
1990.,6910.
1991.,6833.3333333333
1992.,6933.3333333333
1993.,6896.6666666667
1994.,6570.
1995.,6690.
1996.,6926.6666666667
1997.,6540.
1998.,6806.6666666667
1999.,6470.
2000.,6273.3333333333
2001.,7263.3333333333
2002.,6533.3333333333
2003.,6603.3333333333
2004.,6900.
